Gene ID	Gene Name	g4_g1.p-value	g4_g1.log2foldchange	g5_g2.p-value	g5_g2.log2foldchange	g6_g3.p-value	g6_g3.log2foldchange	g8_g7.p-value	g8_g7.log2foldchange
ENSG00000005108	THSD7A	0.0433239776111711	-0.5	0.999991435582463	0.2	0.939258038044225	-0.1	0.792012586528325	-0.6
ENSG00000005156	LIG3	0.12065047273957	0.2	0.999991435582463	0.1	0.811196238329914	-0.1	0.998852863974661	0
ENSG00000005175	RPAP3	0.817472090530456	0	0.999991435582463	0.1	0.83536258373461	0.1	0.998739987861482	0.1
ENSG00000005187	ACSM3	NA	-0.2	0.999991435582463	-0.2	NA	0	0.998739987861482	-0.1
ENSG00000005189	REXO5	0.107938871204539	0.4	0.860515620140846	-0.5	0.798522496183179	-0.2	0.998739987861482	-0.2
ENSG00000005194	CIAPIN1	0.227746712613067	0.2	0.968988947659567	0.3	0.793331062096941	0.1	0.998739987861482	0.1
ENSG00000005206	SPPL2B	0.885878963177278	0	0.844858556603055	0.4	0.994307710342132	0	0.998739987861482	0.2
ENSG00000005238	FAM214B	0.197225887874283	-0.3	0.999991435582463	-0.1	0.724288771170692	-0.2	0.998739987861482	-0.2
ENSG00000005243	COPZ2	0.907073880219047	0	0.999991435582463	0.3	0.880257199355802	0.1	0.998739987861482	0.2
ENSG00000005249	PRKAR2B	0.924659904334064	0	0.999991435582463	-0.1	0.666313811259104	0.2	0.998739987861482	-0.1
ENSG00000005302	MSL3	0.999721189143382	0	0.999991435582463	-0.1	0.825418459596352	-0.1	0.998739987861482	0.1
ENSG00000005339	CREBBP	0.887745122897274	0	0.999991435582463	0.2	0.917057200557078	0.1	0.486761363958878	0.5
ENSG00000005379	TSPOAP1	0.00283605865012345	-0.6	0.999991435582463	0.1	0.843247948845525	-0.1	0.998739987861482	-0.1
ENSG00000005381	MPO	NA	0	NA	0	NA	0	NA	0
ENSG00000005421	PON1	NA	0	NA	0	NA	0	NA	-0.2
ENSG00000005436	GCFC2	0.975858012863603	0	0.999991435582463	0	0.994657232516796	0	0.998739987861482	-0.1
ENSG00000005448	WDR54	0.0158259233063175	-0.2	0.995497033767553	-0.3	0.902498712873573	-0.1	0.588753242730928	-0.4
ENSG00000005469	CROT	0.646577244867988	0.1	0.999991435582463	0.1	0.956553533035835	0.1	0.998739987861482	-0.1
ENSG00000005471	ABCB4	NA	0	NA	-0.1	NA	0	NA	0
ENSG00000005483	KMT2E	0.415672378403306	-0.1	0.999991435582463	0	0.595149014561148	-0.1	0.998739987861482	0.1
ENSG00000005486	RHBDD2	0.0601565835888276	-0.3	0.863103747374608	0.4	0.743118462847904	0.1	0.998739987861482	0.1
ENSG00000005513	SOX8	NA	0	NA	0	NA	0	NA	0
ENSG00000005700	IBTK	0.223192097247469	-0.1	0.999991435582463	-0.1	0.982381757779635	0	0.998739987861482	-0.1
ENSG00000005801	ZNF195	0.0117795544610583	0.4	0.999991435582463	0.1	0.957104069355613	0.1	0.998739987861482	0
ENSG00000005810	MYCBP2	0.851992598299826	0	0.999991435582463	-0.1	0.834634501557011	0.1	0.998739987861482	0
ENSG00000005812	FBXL3	0.530190436199361	-0.2	0.999991435582463	0.1	0.965016250347617	0	0.998739987861482	-0.2
ENSG00000005844	ITGAL	NA	-0.1	NA	0	NA	0	NA	0
ENSG00000005882	PDK2	0.0844738113411165	-0.5	0.999991435582463	0	0.824888346548458	-0.1	0.998739987861482	-0.1
ENSG00000005884	ITGA3	0.456226156758372	0.1	0.999991435582463	-0.1	0.830747429870644	-0.1	0.998739987861482	0
ENSG00000005889	ZFX	0.531309525470092	0.1	0.917825369102825	0.2	0.94840995741388	0.1	0.998739987861482	0.2
ENSG00000005893	LAMP2	2.5883130616802e-05	-0.3	0.999991435582463	-0.1	0.930386030822971	0	0.998739987861482	-0.3
ENSG00000005961	ITGA2B	NA	-0.1	NA	0	NA	0	NA	-0.1
ENSG00000005981	ASB4	NA	0	NA	0	NA	0	NA	0
ENSG00000006007	GDE1	0.273574699761768	0.2	0.999991435582463	0.1	0.951523442790619	0	0.998739987861482	0
ENSG00000006015	REX1BD	0.963737572733872	0	0.999991435582463	0	0.260081845969056	0.3	0.998739987861482	-0.2
ENSG00000006016	CRLF1	NA	-0.1	0.999991435582463	-0.3	NA	0.3	0.99142080465431	-0.4
ENSG00000006025	OSBPL7	0.764437536212923	0.1	0.999991435582463	-0.1	0.82339761015341	0.1	0.998739987861482	-0.3
ENSG00000006042	TMEM98	3.87866841073123e-05	0.5	1.36812005781572e-06	1.9	0.0102026755158631	0.4	3.28984420187977e-07	2
ENSG00000006047	YBX2	NA	0	NA	0.1	NA	0	NA	0
ENSG00000006059	KRT33A	NA	0	NA	0	NA	0	NA	0
ENSG00000006062	MAP3K14	0.986569248072208	0	0.999991435582463	0.1	NA	0	0.998739987861482	0.1
ENSG00000006071	ABCC8	NA	0	NA	0	NA	0	NA	0
ENSG00000006116	CACNG3	NA	0	NA	0	NA	0	NA	0
ENSG00000006118	TMEM132A	0.983176072594436	0	0.999991435582463	0.3	0.991823779508902	0	0.998739987861482	0.3
ENSG00000006125	AP2B1	0.783662827428351	0	0.999991435582463	-0.2	0.99461838874643	0	0.998739987861482	0
ENSG00000006128	TAC1	NA	0	NA	0	NA	0	NA	0
ENSG00000006194	ZNF263	0.571647429557611	-0.1	0.999991435582463	-0.1	0.925997314037909	-0.1	0.98693426553507	0.2
ENSG00000006210	CX3CL1	NA	0	NA	0	NA	0	NA	0
ENSG00000006282	SPATA20	0.213168863781803	-0.3	0.999991435582463	0.2	0.923793276625306	0.1	0.998739987861482	0
ENSG00000006283	CACNA1G	NA	-0.1	NA	0	NA	0	NA	0
ENSG00000006327	TNFRSF12A	0.629756722985397	0.1	0.908846896045521	0.4	0.784473371606591	0.1	0.998739987861482	0.1
ENSG00000006377	DLX6	NA	-0.1	0.908846896045521	0.5	NA	0	NA	0.7
ENSG00000006432	MAP3K9	0.739538206898801	-0.1	0.999991435582463	-0.1	0.998803749021628	0	0.998739987861482	-0.2
ENSG00000006451	RALA	0.46844727108831	0.1	0.999991435582463	0.1	0.85614516302604	0.1	0.998739987861482	0.1
ENSG00000006453	BAIAP2L1	0.0510833126944751	-0.3	0.999991435582463	-0.2	0.951003712833916	0.1	0.998739987861482	-0.1
ENSG00000006459	KDM7A	0.966641164761437	0	0.999991435582463	-0.4	NA	-0.1	0.998739987861482	-0.3
ENSG00000006468	ETV1	1.04101037141343e-10	-0.8	0.364560043383852	-0.8	0.0607520881937267	-0.3	0.24652373746222	-0.9
ENSG00000006530	AGK	0.80307796838432	0.1	0.999991435582463	0.1	0.738583978643505	-0.2	0.998739987861482	0.1
ENSG00000006534	ALDH3B1	0.0267446007101308	-0.4	0.999991435582463	-0.3	0.799782261000609	-0.1	0.998739987861482	-0.1
ENSG00000006555	TTC22	NA	0	NA	0	NA	0	NA	0
ENSG00000006576	PHTF2	0.0413906688028386	0.2	0.0306380424516978	0.5	0.985673914734716	0	0.0848732563624729	0.5
ENSG00000006606	CCL26	0.418308050898455	0.3	0.999991435582463	0.2	NA	0.1	0.998739987861482	0.2
ENSG00000006607	FARP2	0.466360334606769	0.2	0.999991435582463	0.2	0.864518817253926	0.1	0.998739987861482	0.2
ENSG00000006611	USH1C	NA	0	NA	0	NA	0	NA	0
ENSG00000006625	GGCT	0.0662334439212087	0.2	0.999991435582463	-0.1	0.681403923914537	-0.1	0.998739987861482	-0.1
ENSG00000006634	DBF4	0.00348236849707345	0.3	0.999991435582463	0	0.954566285207753	0	0.998739987861482	0.3
ENSG00000006638	TBXA2R	0.990097828470041	0	0.999991435582463	0.4	0.649105240025624	0.2	0.998852863974661	0
ENSG00000006652	IFRD1	0.710815445135924	0.1	0.999991435582463	0.1	0.994657232516796	0	0.998739987861482	-0.1
ENSG00000006659	LGALS14	NA	0	NA	0	NA	0	NA	0
ENSG00000006695	COX10	0.494113820583891	0.2	0.999991435582463	0	0.570654519130779	0.2	0.998739987861482	0
ENSG00000006704	GTF2IRD1	0.675825711607137	0.1	0.999991435582463	0.2	0.952281003494927	0	0.998739987861482	-0.1
ENSG00000006712	PAF1	0.102892558952814	0.2	0.999991435582463	0.1	0.801467943781036	0.1	0.998739987861482	0.2
ENSG00000006715	VPS41	0.519008330062627	-0.1	0.999991435582463	-0.1	0.998472213832176	0	0.998739987861482	-0.2
ENSG00000006740	ARHGAP44	NA	-0.1	0.999991435582463	0	NA	-0.1	NA	0.4
ENSG00000006744	ELAC2	0.00277762883658889	0.4	0.999991435582463	0.2	0.897414397706621	0.1	0.998739987861482	0
ENSG00000006747	SCIN	NA	0.1	0.999991435582463	0	NA	-0.1	0.998739987861482	0
ENSG00000006756	ARSD	0.266225240154377	-0.3	0.999991435582463	0.1	0.97489111406028	0	0.734849213100183	0.5
ENSG00000006757	PNPLA4	0.0851925636155066	0.5	NA	0.4	NA	-0.1	NA	0
ENSG00000006788	MYH13	NA	0	NA	0	NA	0	NA	0
ENSG00000006831	ADIPOR2	0.00016448113890324	-0.3	0.999991435582463	0.2	0.982563076498524	0	0.998739987861482	0.2
ENSG00000006837	CDKL3	0.326477784237791	-0.3	0.835979858051035	-0.5	NA	0	0.998739987861482	-0.4
ENSG00000007001	UPP2	NA	-0.1	NA	0	NA	0	NA	-0.2
ENSG00000007038	PRSS21	NA	0	NA	0	NA	0	NA	0
ENSG00000007047	MARK4	0.46677288656	-0.2	0.999991435582463	-0.1	0.985673914734716	0	0.998739987861482	-0.1
ENSG00000007062	PROM1	NA	0	NA	0	NA	0	NA	0
ENSG00000007080	CCDC124	0.55232934264028	0.2	0.999991435582463	0	0.992592616740193	0	0.998739987861482	0.1
ENSG00000007129	CEACAM21	NA	0	NA	0	NA	0	NA	0
ENSG00000007168	PAFAH1B1	0.665366674062164	0.1	0.999991435582463	0.1	0.760834817811093	0.1	0.998852863974661	0
ENSG00000007171	NOS2	NA	0	NA	0	NA	0	NA	0
ENSG00000007174	DNAH9	NA	0	NA	0	NA	0	NA	0
ENSG00000007202	KIAA0100	0.413061324816418	0.1	0.999991435582463	0.1	0.888602483805318	-0.1	0.998739987861482	0.1
ENSG00000007216	SLC13A2	NA	0	NA	0	NA	0	NA	0
ENSG00000007237	GAS7	NA	0	NA	0	NA	0	NA	0.3
ENSG00000007255	TRAPPC6A	0.0988289858539718	-0.5	0.999991435582463	-0.3	0.668434100732752	-0.2	0.998739987861482	-0.3
ENSG00000007264	MATK	NA	0	NA	0	NA	0	NA	0
ENSG00000007306	CEACAM7	NA	0	NA	0	NA	0	NA	0
ENSG00000007312	CD79B	NA	0	NA	0	NA	0	NA	0
ENSG00000007314	SCN4A	NA	0	NA	0	NA	0	NA	0
ENSG00000007341	ST7L	0.14880444324289	0.4	0.999991435582463	0	0.758026374152352	0.2	0.998739987861482	-0.3
ENSG00000007350	TKTL1	NA	0	NA	0	NA	0	NA	0
ENSG00000007372	PAX6	0.885878963177278	-0.1	0.999991435582463	0.1	0.815827123778917	-0.2	0.998739987861482	0
ENSG00000007376	RPUSD1	0.125320253557339	0.4	0.999991435582463	0.2	0.579593305455418	0.2	0.998739987861482	0.1
ENSG00000007384	RHBDF1	9.01488000437008e-06	-0.6	0.999991435582463	-0.2	0.982381757779635	0	0.998739987861482	-0.3
ENSG00000007392	LUC7L	0.69119359430818	0.1	0.999991435582463	0.2	0.652576078042619	0.2	0.998739987861482	0.1
ENSG00000007402	CACNA2D2	NA	0.1	NA	-0.1	NA	0	NA	0.1
ENSG00000007516	BAIAP3	NA	-0.1	NA	0	NA	0	NA	0.2
ENSG00000007520	TSR3	0.941456346533429	0	0.999991435582463	-0.3	NA	0	0.857980508971514	-0.5
ENSG00000007541	PIGQ	0.0613320239776985	0.4	0.999991435582463	0.2	0.943033396483419	0.1	0.998739987861482	0.2
ENSG00000007545	CRAMP1	0.962365118332479	0	0.999991435582463	-0.2	0.982381757779635	0	0.998739987861482	-0.1
ENSG00000007866	TEAD3	0.713822837155389	0.1	0.917825369102825	0.3	0.990704924436824	0	0.998739987861482	0.1
ENSG00000007908	SELE	NA	0	NA	0	NA	0	NA	0
ENSG00000007923	DNAJC11	0.731781740113076	0.1	0.999991435582463	0.1	0.964049018089994	0.1	0.95566042197173	0.4
ENSG00000007933	FMO3	NA	0	NA	0	NA	0	NA	0
ENSG00000007944	MYLIP	0.0105736412455342	-0.7	0.999991435582463	-0.2	NA	0.1	0.998739987861482	-0.1
ENSG00000007952	NOX1	0.482717906250256	0.2	0.999991435582463	-0.1	0.953954989553049	0.1	0.998739987861482	-0.2
ENSG00000007968	E2F2	0.0733374212724386	0.4	0.999991435582463	0.1	0.998472213832176	0	0.998739987861482	0.2
ENSG00000008018	PSMB1	0.948577993778212	0	0.999991435582463	0	0.732314097591464	-0.1	0.998852863974661	0
ENSG00000008056	SYN1	NA	0	NA	0	NA	0	NA	0
ENSG00000008083	JARID2	0.874399001083654	0	0.999991435582463	0	0.852092150281836	0.1	0.998739987861482	0
ENSG00000008086	CDKL5	0.25942194471087	0.3	0.511800892498318	0.7	0.90847563909693	0.1	0.884023379287829	0.4
ENSG00000008118	CAMK1G	NA	-0.4	0.999991435582463	0	NA	-0.1	0.998739987861482	-0.1
ENSG00000008128	CDK11A	NA	0.2	0.999991435582463	-0.2	NA	-0.1	0.998739987861482	-0.1
ENSG00000008130	NADK	0.0736897981639904	0.4	0.999991435582463	0	0.751754405098027	0.2	0.998739987861482	0
ENSG00000008196	TFAP2B	NA	0	NA	0	NA	0	NA	0
ENSG00000008197	TFAP2D	NA	0	NA	0	NA	0	NA	0
ENSG00000008226	DLEC1	NA	0	NA	0	NA	0	NA	0
ENSG00000008256	CYTH3	0.966562632356058	0	0.999991435582463	0	0.93152861605125	-0.1	0.927873370796214	0.3
ENSG00000008277	ADAM22	2.34272913046351e-05	-0.9	0.999991435582463	-0.1	0.582789603516535	-0.2	0.998739987861482	-0.1
ENSG00000008282	SYPL1	0.535403850647045	0.1	0.999991435582463	0.2	0.740886963439191	0.1	0.998739987861482	0.1
ENSG00000008283	CYB561	0.00423175920902502	-0.3	0.152823076053118	0.6	0.9476934503052	-0.1	0.267302674949393	0.5
ENSG00000008294	SPAG9	0.828389160077566	0	0.926501917814744	-0.3	0.952281003494927	0	0.998739987861482	-0.1
ENSG00000008300	CELSR3	0.41990408261004	-0.3	0.999991435582463	0.1	NA	0	0.998739987861482	-0.1
ENSG00000008311	AASS	0.1783916724773	-0.3	0.999991435582463	0.2	0.871581692165811	-0.1	0.998739987861482	0.2
ENSG00000008323	PLEKHG6	NA	-0.1	NA	-0.1	NA	0	NA	0
ENSG00000008324	SS18L2	0.0271802728505462	0.3	0.999991435582463	0.3	0.891749537484856	0.1	0.998739987861482	0.1
ENSG00000008382	MPND	0.621400511753284	-0.2	0.999991435582463	0.3	0.787172559707313	-0.2	0.998739987861482	-0.1
ENSG00000008394	MGST1	0.852060704239305	0	0.999991435582463	0.2	0.900553593708693	-0.1	0.998739987861482	0
ENSG00000008405	CRY1	0.143510382072478	0.3	0.999991435582463	0.1	0.885435556117924	-0.1	0.998739987861482	0
ENSG00000008438	PGLYRP1	NA	0	NA	0	NA	0	NA	0
ENSG00000008441	NFIX	0.254309285482538	-0.1	0.999991435582463	0.1	0.998472213832176	0	0.976254317667558	0.2
ENSG00000008513	ST3GAL1	0.176803506248095	0.2	0.999991435582463	0.2	0.99461838874643	0	0.998739987861482	0.1
ENSG00000008516	MMP25	NA	0.1	0.999991435582463	0.2	NA	0	0.998852863974661	0
ENSG00000008517	IL32	NA	0	0.999991435582463	0.2	NA	0	NA	0.3
ENSG00000008710	PKD1	NA	0	0.999991435582463	0.4	NA	0	0.998739987861482	0.1
ENSG00000008735	MAPK8IP2	NA	0.1	NA	-0.1	NA	0	NA	0.1
ENSG00000008838	MED24	0.134041123717842	0.1	0.999991435582463	-0.1	0.893482530553542	0.1	0.875325618290995	-0.3
ENSG00000008853	RHOBTB2	0.56406160406902	0.2	0.999991435582463	-0.1	0.82339761015341	-0.1	0.998739987861482	0.1
ENSG00000008869	HEATR5B	0.831518768336998	-0.1	0.999991435582463	0	0.97544542414089	0	0.998852863974661	0
ENSG00000008952	SEC62	0.274355094973658	0.1	0.999991435582463	0.2	0.786405845597757	0.1	0.874789132994517	0.3
ENSG00000008988	RPS20	0.183799994719215	-0.1	0.999991435582463	-0.1	0.937740143938359	0	0.963670014603591	-0.2
ENSG00000009307	CSDE1	0.699122388100518	0	0.999991435582463	-0.2	0.664110858050664	-0.1	0.998739987861482	-0.1
ENSG00000009335	UBE3C	0.813089606818475	0	0.999991435582463	0	0.983003772023734	0	0.998739987861482	-0.1
ENSG00000009413	REV3L	0.802702816874464	0	0.999991435582463	0.1	0.964070815877554	0	0.998739987861482	0.1
ENSG00000009694	TENM1	NA	0	NA	0	NA	0	NA	0
ENSG00000009709	PAX7	NA	0	NA	0	NA	0	NA	0
ENSG00000009724	MASP2	NA	0.2	NA	0.2	NA	0	NA	0.3
ENSG00000009765	IYD	NA	0	NA	0	NA	0	NA	0
ENSG00000009780	FAM76A	0.57390150456904	-0.2	0.999991435582463	-0.2	0.832657288710881	0.1	0.998739987861482	-0.1
ENSG00000009790	TRAF3IP3	NA	0.1	NA	-0.5	NA	0	NA	-0.2
ENSG00000009830	POMT2	0.147238714454522	0.2	0.999991435582463	0.1	0.673596343647843	0.1	0.998739987861482	0.1
ENSG00000009844	VTA1	0.0197887727666303	0.3	0.999991435582463	0.1	0.757040762355625	0.1	0.998739987861482	0.1
ENSG00000009950	MLXIPL	NA	0	0.847670939006016	-0.5	NA	0	0.103807567622841	-1
ENSG00000009954	BAZ1B	1.8704918253083e-05	0.3	0.999991435582463	0	0.913737149553448	0.1	0.998739987861482	0.1
ENSG00000010017	RANBP9	0.509265463904966	-0.2	0.999991435582463	0	0.985419426187609	0	0.998739987861482	-0.2
ENSG00000010030	ETV7	NA	0	NA	0	NA	0	NA	0.1
ENSG00000010072	SPRTN	0.64801647144457	0.1	0.999991435582463	0.2	0.97489111406028	0	0.926856176288176	0.3
ENSG00000010165	EEF1AKNMT	0.309109227919133	0.2	0.999991435582463	0.1	0.818791782090893	0.1	0.969034009418969	0.3
ENSG00000010219	DYRK4	0.083612140283663	-0.3	0.999991435582463	-0.1	0.986145299388542	0	0.998739987861482	-0.1
ENSG00000010244	ZNF207	0.0155422770597722	0.2	0.999991435582463	0	0.887790726136994	-0.1	0.998739987861482	0
ENSG00000010256	UQCRC1	0.391749651140213	-0.1	0.999991435582463	-0.2	0.471373719076611	0.2	0.954031210250997	-0.3
ENSG00000010270	STARD3NL	0.739620101260916	-0.1	0.999991435582463	0.1	0.841857586826994	0.1	0.998739987861482	-0.1
