Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange	g1_g3.p-value	g1_g3.log2foldchange
ENSG00000002745	WNT16	NA	0.1	0.938341197054499	0
ENSG00000002746	HECW1	0.888077168665766	-0.1	0.0111304484070538	-0.9
ENSG00000002822	MAD1L1	0.00640613959590641	0.2	0.000279127990959551	0.3
ENSG00000002834	LASP1	0.414858792671568	0.1	0.474066890935881	0.1
ENSG00000002919	SNX11	0.816975325993427	0	0.387723313123621	-0.1
ENSG00000002933	TMEM176A	8.77778466365336e-05	-0.3	1.33261606295757e-08	-0.5
ENSG00000003056	M6PR	0.824592056996353	0	0.0142023992996141	0.2
ENSG00000003096	KLHL13	0.676844121724484	-0.1	0.380223316622823	-0.2
ENSG00000003137	CYP26B1	0.193590093963231	0.4	0.0226992280312065	1
ENSG00000003147	ICA1	0.965139145317358	0	0.488365784035126	0.1
ENSG00000003249	DBNDD1	0.694579934428738	-0.1	0.0437471128863635	0.6
ENSG00000003393	ALS2	0.66043519998645	0	0.00414855448179656	0.2
ENSG00000003400	CASP10	3.14684204300624e-07	0.5	5.95140320119259e-36	1.1
ENSG00000003402	CFLAR	0.000174723214849703	0.2	5.08949664904295e-20	0.4
ENSG00000003436	TFPI	0.024673310443229	0.3	4.63371581258806e-10	1
ENSG00000003509	NDUFAF7	0.223817623027777	0.1	0.807981661200209	0
ENSG00000003756	RBM5	0.0464376402696163	0.1	0.954236896078404	0
ENSG00000003987	MTMR7	0.564055497623782	0.2	0.554010510861522	-0.1
ENSG00000003989	SLC7A2	0.00495258984491949	-0.5	0.304136061768458	0.2
ENSG00000004059	ARF5	0.00636068186101644	-0.3	3.02187846442324e-05	-0.4
ENSG00000004139	SARM1	0.977821251285346	0	0.0023916344293682	-0.4
ENSG00000004142	POLDIP2	0.0143415305256654	-0.2	0.0933067334916707	-0.1
ENSG00000004399	PLXND1	7.01036837460395e-05	0.5	4.74895790180567e-08	0.8
ENSG00000004455	AK2	0.536773402889648	-0.1	3.25924949599699e-07	-0.3
ENSG00000004468	CD38	1.62973055145739e-15	1.2	7.56623589944858e-19	1.8
ENSG00000004478	FKBP4	0.219794802813053	-0.1	0.000309366977446361	-0.4
ENSG00000004487	KDM1A	0.188700117282121	-0.1	0.662192958957311	0
ENSG00000004534	RBM6	0.154551698314089	0.1	0.651937909136835	0
ENSG00000004660	CAMKK1	0.0436040391560232	0.3	0.0162246742502177	0.4
ENSG00000004700	RECQL	0.262653683599105	0.1	1.60256559875274e-09	0.6
ENSG00000004766	VPS50	0.0119767825609537	-0.2	0.069586888896514	-0.1
ENSG00000004776	HSPB6	0.764897905797433	0.1	0.594906830517814	-0.3
ENSG00000004777	ARHGAP33	0.519972549875352	-0.2	0.0524765306727101	-0.5
ENSG00000004779	NDUFAB1	1.32481473864616e-05	-0.3	3.97251018754025e-08	-0.5
ENSG00000004799	PDK4	0.458281661885232	0.1	9.85817487508692e-16	-1
ENSG00000004809	SLC22A16	0.782320820088715	-0.1	0.154402171128968	-0.9
ENSG00000004838	ZMYND10	0.822315701444912	-0.1	0.223313398487445	-0.5
ENSG00000004846	ABCB5	0.561813523525777	-0.2	0.0186061006543854	-1.4
ENSG00000004848	ARX	0.953409902216826	0	0.289898917217408	0.4
ENSG00000004864	SLC25A13	0.963414796860102	0	0.122141491296097	-0.2
ENSG00000004866	ST7	0.46591293085682	0.1	5.41588169579719e-05	0.5
ENSG00000004897	CDC27	0.00692111554763056	0.2	3.2550397976724e-22	0.6
ENSG00000004939	SLC4A1	0.952286526901181	0	0.349559057095724	-0.5
ENSG00000004948	CALCR	0.972292723289582	0	NA	-0.5
ENSG00000004961	HCCS	0.57921924722667	-0.1	0.116961573556509	-0.2
ENSG00000004975	DVL2	0.168214618648821	0.1	0.663200450510213	-0.1
ENSG00000005001	PRSS22	0.000541984472342441	1.1	9.60791821620741e-30	3.4
ENSG00000005007	UPF1	0.00761632157366052	0.2	0.359717317892789	-0.1
ENSG00000005020	SKAP2	0.113234609023335	0.1	0.403740860363487	-0.1
ENSG00000005022	SLC25A5	0.000398605447946024	-0.2	1.11168206418154e-08	-0.5
ENSG00000005059	MCUB	0.0184780471618694	0.3	2.5234493494405e-15	0.9
ENSG00000005073	HOXA11	0.366708931179951	-0.2	0.00231757086180221	-0.7
ENSG00000005075	POLR2J	0.210544927321935	-0.2	0.0800841008515551	-0.2
ENSG00000005100	DHX33	0.298360471966292	0.1	0.118193570992439	0.2
ENSG00000005102	MEOX1	0.00217442489752551	0.8	1.05527548190619e-11	2.2
ENSG00000005108	THSD7A	0.10238554108922	0.3	0.000940573622957253	0.7
ENSG00000005156	LIG3	0.26144256115112	0.1	0.0290677024082676	0.1
ENSG00000005175	RPAP3	0.0843409716022192	0.1	7.94246734621144e-08	0.4
ENSG00000005187	ACSM3	0.819526103304035	0	0.337647391103535	-0.1
ENSG00000005189	REXO5	0.966073308801044	0	0.58755195224611	-0.1
ENSG00000005194	CIAPIN1	0.882029631118232	0	0.342515525687153	0.1
ENSG00000005206	SPPL2B	0.0183427557201854	-0.2	1.35679194113645e-13	-0.6
ENSG00000005238	FAM214B	0.22001422872957	0.2	0.00171265330206086	0.5
ENSG00000005243	COPZ2	0.946946601390653	0	0.147896932053988	0.4
ENSG00000005249	PRKAR2B	0.373373532457458	-0.1	8.50475307972578e-07	0.6
ENSG00000005302	MSL3	0.701276155734871	0	0.00217134117945189	0.3
ENSG00000005339	CREBBP	0.11866479418436	0.2	0.742920894833588	0
ENSG00000005379	TSPOAP1	0.0394440845426	0.3	0.828910328102415	0
ENSG00000005381	MPO	0.585063217509589	-0.2	0.244485050540576	0.6
ENSG00000005421	PON1	0.806692425705039	0.1	0.495963297326587	-0.3
ENSG00000005436	GCFC2	0.594867263142345	0.1	0.8662351788869	0
ENSG00000005448	WDR54	0.504305953158193	0.2	0.594058719780682	0.1
ENSG00000005469	CROT	0.424759666089635	0.1	1.26537536252055e-13	-0.8
ENSG00000005471	ABCB4	0.0518100724518402	0.4	0.0837580766177945	0.5
ENSG00000005483	KMT2E	2.05426045719731e-08	0.4	0.627366841073838	0
ENSG00000005486	RHBDD2	0.434619671398529	-0.1	0.881197547237609	0
ENSG00000005513	SOX8	0.479180475223174	0.2	0.0967375386969552	0.5
ENSG00000005700	IBTK	0.0010299750907188	0.2	1.15808126721191e-13	0.5
ENSG00000005801	ZNF195	0.891679352733565	0	0.187221630671537	-0.1
ENSG00000005810	MYCBP2	8.2156112519729e-11	0.5	3.93640704679085e-11	0.7
ENSG00000005812	FBXL3	1.23743387382916e-06	-0.3	1.21759268824689e-06	-0.4
ENSG00000005844	ITGAL	3.10537505257401e-07	0.7	6.97523144876691e-10	1
ENSG00000005882	PDK2	2.40908767344559e-06	-0.5	3.43509225996112e-17	-1.3
ENSG00000005884	ITGA3	0.956233259255698	0	0.133338248090628	0.2
ENSG00000005889	ZFX	0.00056958712655868	-0.3	0.453782559966388	-0.1
ENSG00000005893	LAMP2	0.141259428076148	-0.1	0.165840749529702	0.1
ENSG00000005961	ITGA2B	0.916392481132795	0.1	0.392277813784371	-0.5
ENSG00000005981	ASB4	NA	-0.2	NA	-0.5
ENSG00000006007	GDE1	0.321903951442087	-0.1	3.92355168909715e-06	-0.3
ENSG00000006015	REX1BD	0.425831218424484	-0.1	0.256271565763012	-0.1
ENSG00000006016	CRLF1	0.820015336189744	0.1	0.0705436251044641	-0.9
ENSG00000006025	OSBPL7	0.125389328907661	-0.1	8.76300880129737e-15	-0.6
ENSG00000006042	TMEM98	3.86534432668624e-06	-0.4	7.76427183339383e-11	-0.6
ENSG00000006047	YBX2	0.000699387012335793	0.4	3.07954009199501e-17	-1.3
ENSG00000006059	KRT33A	NA	0	NA	-0.1
ENSG00000006062	MAP3K14	0.000298555656184418	0.4	0.0291092796173757	0.3
ENSG00000006071	ABCC8	0.601913165728739	-0.2	1.62187181967459e-05	-1.6
ENSG00000006116	CACNG3	0.931234415200967	0	NA	-0.5
ENSG00000006118	TMEM132A	0.116520681920433	0.4	2.05848607923662e-05	1.3
ENSG00000006125	AP2B1	0.0163888431061458	0.2	1.18126408955031e-09	0.4
ENSG00000006128	TAC1	0.226892287553763	-0.4	0.129300313147612	-0.7
ENSG00000006194	ZNF263	0.261037132091547	-0.1	0.129285307679293	-0.1
ENSG00000006210	CX3CL1	7.60945885293178e-06	0.8	2.57207299973477e-11	1.2
ENSG00000006282	SPATA20	0.0824604630959533	-0.2	5.51674144242613e-05	-0.4
ENSG00000006283	CACNA1G	0.506961862501089	-0.3	0.00918021518646563	-1.3
ENSG00000006327	TNFRSF12A	0.00756562578105399	0.6	8.27390521791696e-10	1.6
ENSG00000006377	DLX6	0.963888385675054	0	0.449857298035326	-0.5
ENSG00000006432	MAP3K9	0.0937367787679317	0.2	0.0211469303236087	0.2
ENSG00000006451	RALA	0.606184551180245	0	0.633457140183122	0
ENSG00000006453	BAIAP2L1	0.0162552593305911	0.2	1.12934614164739e-12	0.7
ENSG00000006459	KDM7A	0.00411514597290496	0.2	0.962306579110166	0
ENSG00000006468	ETV1	0.302858387701697	-0.2	0.222384775286771	0.2
ENSG00000006530	AGK	0.884734057698982	0	0.339741803499416	-0.1
ENSG00000006534	ALDH3B1	0.250316930800212	0.2	2.73391997171184e-05	0.6
ENSG00000006555	TTC22	1.30885066301716e-08	-0.4	1.71823967278937e-06	-0.6
ENSG00000006576	PHTF2	0.395761338562805	0.1	0.0104887551933151	0.3
ENSG00000006606	CCL26	NA	-0.2	NA	-0.4
ENSG00000006607	FARP2	0.220469752064229	0.1	0.156850850943342	-0.1
ENSG00000006611	USH1C	0.0195364466821109	-0.2	0.0167802160157113	-0.3
ENSG00000006625	GGCT	0.000140821549601145	-0.4	0.206869464427626	-0.1
ENSG00000006634	DBF4	0.482278201736574	0.1	3.67273239389439e-05	0.5
ENSG00000006638	TBXA2R	0.589880613948984	-0.2	0.654166830819329	-0.2
ENSG00000006652	IFRD1	0.100664863253644	0.2	0.0153607946158664	-0.2
ENSG00000006659	LGALS14	NA	0	NA	-0.1
ENSG00000006695	COX10	0.0393679210901687	-0.2	2.41276860112108e-05	-0.4
ENSG00000006704	GTF2IRD1	1.49605597522422e-06	0.6	0.000258366524269311	0.5
ENSG00000006712	PAF1	0.802756267541378	0	5.13216724214447e-05	0.4
ENSG00000006715	VPS41	0.0709839248309404	0.1	0.864823759102707	0
ENSG00000006740	ARHGAP44	0.221356132358795	-0.1	1.51817789044709e-10	-0.8
ENSG00000006744	ELAC2	0.624148896192258	0	0.182825783181299	0.1
ENSG00000006747	SCIN	0.430384663336623	0.1	4.20152273871973e-10	-0.9
ENSG00000006756	ARSD	2.80290683487362e-09	-0.7	3.96678570736478e-07	-0.8
ENSG00000006757	PNPLA4	6.52367797768652e-17	-0.8	2.21504137411171e-21	-1.1
ENSG00000006788	MYH13	0.555212054579742	-0.2	0.0214508561681848	-1.2
ENSG00000006831	ADIPOR2	0.0636062150966094	0.1	0.0946689321410328	-0.1
ENSG00000006837	CDKL3	0.777291176306702	-0.1	0.709639952262692	-0.2
ENSG00000007001	UPP2	0.451988612054511	-0.3	0.126607451693397	-0.9
ENSG00000007038	PRSS21	0.406215582197867	0.3	0.709609195297655	-0.2
ENSG00000007047	MARK4	0.00054988300868347	0.5	1.00388132430293e-05	0.6
ENSG00000007062	PROM1	0.909352391185882	0	0.000352792642679832	-0.5
ENSG00000007080	CCDC124	0.859650693226459	0	0.0894283186285248	0.2
ENSG00000007129	CEACAM21	0.000266800319865121	0.9	0.000706748911814423	0.9
ENSG00000007168	PAFAH1B1	0.164187522175208	0.1	0.99214915682982	0
ENSG00000007171	NOS2	1.98002656832048e-23	1.7	3.23581190549601e-85	4.3
ENSG00000007174	DNAH9	0.781752089214701	-0.1	0.00681356563510058	-1.1
ENSG00000007202	KIAA0100	1.37005974931229e-08	-0.2	0.717208887147519	0
ENSG00000007216	SLC13A2	0.000134975306601186	-1	0.00289184803141632	-1
ENSG00000007237	GAS7	0.298330463858353	0.1	0.897008511779925	0
ENSG00000007255	TRAPPC6A	3.86540210395796e-08	-0.7	1.40925895131217e-12	-1.1
ENSG00000007264	MATK	0.0828800226429582	-0.3	2.46131496839521e-06	-0.8
ENSG00000007306	CEACAM7	0.455319568421021	-0.1	0.00343427531645532	-0.5
ENSG00000007312	CD79B	0.196374253001358	0.4	0.000151171549963732	1.3
ENSG00000007314	SCN4A	0.546200961487212	-0.2	0.00249387196255148	-1.6
ENSG00000007341	ST7L	0.465819055262692	0.1	0.164463705820095	-0.1
ENSG00000007350	TKTL1	0.272535136598638	-0.4	0.0245765256753869	-1.3
ENSG00000007372	PAX6	0.604525406718628	-0.2	0.00133110220701531	-1.1
ENSG00000007376	RPUSD1	0.677273759571866	-0.1	0.175996895110901	-0.2
ENSG00000007384	RHBDF1	0.951947565083365	0	0.000312568335157142	0.5
ENSG00000007392	LUC7L	0.443390916224346	0.1	0.698557976319763	0
ENSG00000007402	CACNA2D2	0.97672078265622	0	0.239879859908887	-0.2
ENSG00000007516	BAIAP3	6.3215558273128e-07	-0.7	1.06757356720709e-10	-1
ENSG00000007520	TSR3	0.664053372915366	-0.1	0.189843616078439	-0.1
ENSG00000007541	PIGQ	0.723783049371325	-0.1	0.770938554091075	0
ENSG00000007545	CRAMP1	0.000230867410109303	0.4	0.444886541338107	0.1
ENSG00000007866	TEAD3	0.313046946656422	-0.1	0.491300554962496	-0.1
ENSG00000007908	SELE	0.453268013157062	0.3	1.6460645697046e-11	3.1
ENSG00000007923	DNAJC11	0.130015109642762	-0.1	8.34290535136492e-09	-0.4
ENSG00000007933	FMO3	0.000146136992010906	1.1	0.181461703364	0.5
ENSG00000007944	MYLIP	0.505867526821197	-0.1	4.81973932719942e-05	-0.5
ENSG00000007952	NOX1	0.000321472841978259	-0.3	0.0649015344496774	0.3
ENSG00000007968	E2F2	0.0232514090262995	-0.3	9.85025669710991e-05	-0.5
ENSG00000008018	PSMB1	0.0868949466582728	-0.2	0.95078403687118	0
ENSG00000008056	SYN1	0.715311334717204	0.2	0.123665253266927	-0.7
ENSG00000008083	JARID2	0.000596737660222728	0.4	0.0204938552504214	0.3
ENSG00000008086	CDKL5	0.241847243714312	0.1	0.0275620159620618	0.2
ENSG00000008118	CAMK1G	0.939785080854889	0	0.963684014755201	0
ENSG00000008128	CDK11A	0.678580891822674	0.2	0.870322998229767	-0.1
ENSG00000008130	NADK	0.882705970952738	0	0.000362261557311511	-0.2
ENSG00000008196	TFAP2B	0.472065035145323	-0.3	0.0575453775143365	-1.1
ENSG00000008197	TFAP2D	NA	0	NA	-0.4
ENSG00000008226	DLEC1	0.806277919876582	-0.1	4.03112253668227e-05	-1
ENSG00000008256	CYTH3	0.24882653215563	0.1	0.00102727404851649	0.4
ENSG00000008277	ADAM22	0.0915187875733425	0.3	1.51433160805476e-12	-1
ENSG00000008282	SYPL1	0.701276155734871	0	1.37795238425516e-07	0.4
ENSG00000008283	CYB561	0.103510280809859	0.1	1.75032708227725e-06	0.4
ENSG00000008294	SPAG9	0.102654892764487	0.1	0.093201642970933	-0.1
ENSG00000008300	CELSR3	0.0910010812775476	0.4	0.171471890476053	-0.3
ENSG00000008311	AASS	0.214711352976015	0.2	0.138460383757771	0.2
ENSG00000008323	PLEKHG6	0.100915206336889	-0.1	5.71297222784532e-11	-0.9
ENSG00000008324	SS18L2	0.475639905378357	0.1	0.148368397925604	0.3
ENSG00000008382	MPND	0.00234539054459212	-0.3	2.47511767043992e-09	-0.7
ENSG00000008394	MGST1	0.496664069521311	0.1	0.0427412783958097	-0.2
ENSG00000008405	CRY1	0.435695828165862	-0.1	0.0726241997340724	0.2
ENSG00000008438	PGLYRP1	NA	0.4	NA	0.5
ENSG00000008441	NFIX	0.104217458373248	0.2	0.0354816566252955	0.3
ENSG00000008513	ST3GAL1	0.000126422944728717	0.5	4.04662964649934e-21	1.6
ENSG00000008516	MMP25	0.0294883746379494	0.5	1.97147836251147e-07	1.4
ENSG00000008517	IL32	0.695421412501521	0	0.203101902647678	-0.2
ENSG00000008710	PKD1	0.337922936710435	-0.1	1.59106585527786e-06	-0.4
ENSG00000008735	MAPK8IP2	0.532638417724789	0.2	0.0234171466677489	-0.9
ENSG00000008838	MED24	0.643193622984959	0	0.707257323059211	0
ENSG00000008853	RHOBTB2	0.0515964026324793	0.3	0.00343360032721766	0.6
ENSG00000008869	HEATR5B	0.0677592617008845	-0.1	0.0001721031092899	-0.3
ENSG00000008952	SEC62	0.676741419342283	0	9.95227530642382e-09	0.3
ENSG00000008988	RPS20	0.557216444006742	-0.1	0.943657535208989	0
ENSG00000009307	CSDE1	0.709788954655256	0	0.369867111627323	0.1
ENSG00000009335	UBE3C	0.0794192663996629	0.1	0.561657505034646	0
ENSG00000009413	REV3L	0.459336492694088	0.1	0.469273807318891	-0.1
ENSG00000009694	TENM1	0.129752926949563	-0.5	0.00287565686809514	-1.1
ENSG00000009709	PAX7	0.525335312223353	-0.2	0.0697105286208424	-1.1
ENSG00000009724	MASP2	0.958173308365429	0	0.0279407496650677	-0.6
ENSG00000009765	IYD	0.00343359735935189	-0.3	0.000445834872770139	-0.5
ENSG00000009780	FAM76A	0.762961510363394	0	0.066367423699252	0.2
ENSG00000009790	TRAF3IP3	0.000167922136522392	0.6	8.65688750989606e-05	0.8
ENSG00000009830	POMT2	0.958173308365429	0	0.692571872868893	0
ENSG00000009844	VTA1	4.80184318063156e-05	-0.2	0.0164213334129928	-0.2
ENSG00000009950	MLXIPL	0.974423779984903	0	0.526972597166714	-0.2
ENSG00000009954	BAZ1B	0.858236183701287	0	0.00036683368363105	0.1
ENSG00000010017	RANBP9	0.139466111752338	-0.1	0.658174061629702	0
ENSG00000010030	ETV7	5.86162399168151e-06	1	3.73684318332229e-15	1.7
ENSG00000010072	SPRTN	0.351585778625736	0.1	0.592167980024975	0.1
ENSG00000010165	EEF1AKNMT	0.176606137168444	0.2	0.677830583581299	0
ENSG00000010219	DYRK4	0.823894209731311	0	0.12018236081781	0.2
ENSG00000010244	ZNF207	0.186623462954372	0.1	0.00402641677848475	0.1
ENSG00000010256	UQCRC1	9.17116391704176e-07	-0.3	8.38098861615151e-10	-0.5
ENSG00000010270	STARD3NL	0.00145643695478456	-0.3	0.587817987147177	-0.1
ENSG00000010278	CD9	9.28857353252178e-06	-0.3	1.85270609690906e-23	-0.8
ENSG00000010282	HHATL	0.64637581311457	0.2	0.201285722076096	-0.8
ENSG00000010292	NCAPD2	0.236667113208276	-0.1	0.743329125339832	0
ENSG00000010295	IFFO1	0.00616167092622223	0.4	0.00353313293165515	0.5
ENSG00000010310	GIPR	0.947617481579216	0	0.440806897493165	-0.2
ENSG00000010318	PHF7	0.882380812506231	0	0.00503831623531575	-0.3
ENSG00000010319	SEMA3G	0.0312675803325522	0.4	0.14307387539294	0.3
ENSG00000010322	NISCH	0.0965101570977937	0.2	0.846550417838302	0
ENSG00000010327	STAB1	0.682366577128837	0.1	3.07438571064668e-09	-0.7
ENSG00000010361	FUZ	0.713580510929841	0.1	0.650498553448939	-0.1
ENSG00000010379	SLC6A13	0.6206527961728	-0.2	0.0473350262063046	-1.2
ENSG00000010404	IDS	0.0748362276544218	0.2	0.0333408527592025	0.2
ENSG00000010438	PRSS3	0.0245165522321737	-0.2	0.0260171176596751	-0.3
ENSG00000010539	ZNF200	0.695631513242988	0.1	0.0757729537527263	0.2
ENSG00000010610	CD4	0.505341046814754	0.1	0.138189466399719	0.3
ENSG00000010626	LRRC23	0.878526347047257	-0.1	0.804291475109276	0.1
ENSG00000010671	BTK	4.8637417280362e-06	0.6	0.000210093644974334	0.8
ENSG00000010704	HFE	0.124977823465954	0.2	1.32407172641905e-05	0.5
ENSG00000010803	SCMH1	0.187089248382263	-0.1	0.00073608350810627	-0.3
ENSG00000010810	FYN	1.15938118410142e-05	0.5	1.88275677906928e-18	1.2
ENSG00000010818	HIVEP2	1.29116244399192e-19	0.7	1.30343794812902e-22	1
ENSG00000010932	FMO1	0.202181365231715	0.4	0.125618532616084	0.8
ENSG00000011007	ELOA	0.88175704610773	0	5.07494406719289e-08	0.3
ENSG00000011009	LYPLA2	0.896912235154145	0	0.284623055838138	-0.1
ENSG00000011021	CLCN6	0.318595943736718	0.2	0.771927016901471	0
ENSG00000011028	MRC2	2.18118580485167e-06	0.5	0.00127721389694088	0.6
ENSG00000011052	NME1-NME2	NA	0	NA	0
ENSG00000011083	SLC6A7	0.629553334037141	-0.1	7.45466137739952e-11	-1.2
ENSG00000011105	TSPAN9	0.119443543094673	0.2	0.000688944150881153	0.6
ENSG00000011114	BTBD7	0.459537755930364	0.1	0.00556244498137977	-0.2
ENSG00000011132	APBA3	0.70011162814037	0.1	0.885125935580462	0
ENSG00000011143	MKS1	0.991098948259614	0	0.920479431367182	0
ENSG00000011198	ABHD5	0.842870536700431	0	4.07502978526423e-12	-0.6
ENSG00000011201	ANOS1	0.224722552228814	0.3	0.00356329415571694	0.8
ENSG00000011243	AKAP8L	0.950223439121145	0	0.851357670005107	0
ENSG00000011258	MBTD1	0.902801950539078	0	6.25024291066822e-05	-0.3
ENSG00000011260	UTP18	0.783575247731986	0	0.0190518103091608	0.2
ENSG00000011275	RNF216	0.184855632454809	0.1	7.49852965865834e-05	0.3
ENSG00000011295	TTC19	0.294749424465847	0.1	0.00438204716465531	-0.2
ENSG00000011304	PTBP1	0.216061893754116	-0.1	0.421177701031274	0
ENSG00000011332	DPF1	0.287027787824483	0.4	0.0421158556094762	-1.2
ENSG00000011347	SYT7	4.96828426588465e-08	-0.6	0.0152333293893888	-0.4
ENSG00000011376	LARS2	0.237374053603511	0.1	0.0665409309331115	0.2
ENSG00000011405	PIK3C2A	4.21452067172557e-06	0.2	8.52433160538346e-13	0.4
ENSG00000011422	PLAUR	0.0536576535229086	0.4	9.95449444382716e-11	1.1
ENSG00000011426	ANLN	0.358105041861137	0.1	0.000209097979778236	0.5
ENSG00000011451	WIZ	0.717188332070575	0.1	0.0167031075652967	-0.3
ENSG00000011454	RABGAP1	0.293847618423923	0.1	0.975609789087823	0
ENSG00000011465	DCN	0.31618462174526	0.2	0.000141327559181976	0.9
ENSG00000011478	QPCTL	0.690511148530123	-0.1	0.776447519202878	0.1
ENSG00000011485	PPP5C	0.967720175570277	0	0.00591932430859929	0.2
ENSG00000011523	CEP68	1.23721053087931e-05	0.3	0.83504284105265	0
ENSG00000011566	MAP4K3	0.890124137247767	0	0.124618796726516	0.1
ENSG00000011590	ZBTB32	0.244758568769027	0.3	0.00773045139519655	0.8
ENSG00000011600	TYROBP	0.866696199401981	0	0.698475170279237	0.1
ENSG00000011638	TMEM159	0.0279875685496979	-0.2	0.411072479048045	0.1
ENSG00000011677	GABRA3	0.160476497522057	-0.5	0.0335227067671862	-1.2
ENSG00000012048	BRCA1	0.794848363595294	0	0.0482028814886104	0.2
ENSG00000012061	ERCC1	0.347204339253041	-0.1	0.149277601016299	-0.2
ENSG00000012124	CD22	0.0392612699024787	0.6	0.000266308318345875	1.2
ENSG00000012171	SEMA3B	0.00329183406898705	-0.3	1.02305199342903e-06	-0.6
ENSG00000012174	MBTPS2	0.00104031988894806	0.5	0.00017649548705517	0.5
ENSG00000012211	PRICKLE3	0.61753332843121	0.1	0.801362189565657	0
ENSG00000012223	LTF	0.0154111657671492	0.7	3.01206959136493e-09	2.3
ENSG00000012232	EXTL3	0.171993288884772	0.2	0.000269839583426312	0.5
ENSG00000012504	NR1H4	0.375996968506999	0.2	3.17786097953093e-08	-1.6
ENSG00000012660	ELOVL5	2.08542320271871e-09	0.8	2.3592752852203e-15	1.4
ENSG00000012779	ALOX5	0.00407395416546472	0.4	4.39712495746897e-05	0.8
ENSG00000012817	KDM5D	0.00631260812284224	0.8	0.034273908054056	1.3
ENSG00000012822	CALCOCO1	0.102056443607944	0.1	0.578881898973143	-0.1
ENSG00000012963	UBR7	0.000259780754363566	-0.2	0.000754498259673729	-0.2
ENSG00000012983	MAP4K5	0.628738508351996	0	0.00430586381242251	0.2
ENSG00000013016	EHD3	0.00590082311718337	0.6	3.90769662644125e-07	1.2
ENSG00000013275	PSMC4	0.162725388119278	-0.1	0.358607905996575	0.1
ENSG00000013288	MAN2B2	0.381816334921491	0.1	0.0399546444476829	0.2
ENSG00000013293	SLC7A14	0.0513268233456123	-0.7	2.33779437019799e-05	-2.1
ENSG00000013297	CLDN11	0.813866034761859	0.1	0.697379376182608	0.2
ENSG00000013306	SLC25A39	0.002358549358594	-0.3	2.58383787118391e-06	-0.3
ENSG00000013364	MVP	0.871803652439601	0	0.00777038542653924	-0.3
ENSG00000013374	NUB1	0.732510465051272	0	9.0050830484388e-09	0.5
ENSG00000013375	PGM3	0.683905555003394	0	7.13420238919187e-25	0.7
ENSG00000013392	RWDD2A	0.174736044175491	0.3	2.68033360151564e-06	0.7
ENSG00000013441	CLK1	0.695600829112523	0	0.0480004743866411	-0.2
ENSG00000013503	POLR3B	0.0202670909401608	-0.2	0.0577481386875038	-0.2
ENSG00000013523	ANGEL1	0.0968906592266256	0.2	0.147539398974208	0.2
ENSG00000013561	RNF14	0.0261864621368982	-0.2	0.587754369679067	-0.1
ENSG00000013563	DNASE1L1	0.81500938277271	-0.1	0.727378550453987	-0.1
ENSG00000013573	DDX11	0.417783363716787	0.1	0.55378315976632	0.1
ENSG00000013583	HEBP1	0.000134393047154103	0.6	0.000279687438824389	-0.6
ENSG00000013588	GPRC5A	6.76641747788271e-05	0.4	2.88705681752408e-05	0.6
